ID,GENERO,ESTADO_CIVIL,EDAD,GRADO_INSTRUCCION,CONDICION_VIVIENDA,NUMERO_DEPENDIENTES,DPTO_DOMICILIO,ANTIGUEDAD_DOMICILIO,TIPO_TRABAJADOR,TIENE_VEHIVULO,LIQUIDEZDISPONIBLE,ACTIVIDAD_ECONOMICA,DEUDAS_NEGATIVAS,T_D_AC_VEN_MA30_3M,RT_N_ENT_M0_3M,ANTIGUEDAD_LABORAL,UTILIDADOPERATIVA,VENTASNETAS,ENDEUDAMIENTOPATRIMONIAL,MARGENOPERATIVO,CICLOFINANCIERO,SEGMENTO,TARGET
3555,F,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,0,CUSCO,6,INDEPENDIENTE,False,481.5,VENTA DE VERDURAS Y FRUTAS,0,1,1,6,1515.4,3836,0.05,39.5,33.88,3,0
3556,M,S,41,PRIMARIA,PROPIO,4,CAJAMARCA,41,INDEPENDIENTE,False,718,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,1100,3000,0.22,36.66,71.66,1,0
3557,M,S,27,MEDIO/SECUNDARIA,PROPIO,1,LA LIBERTAD,10,INDEPENDIENTE,False,1422,OTRAS ACTIVIDADES,0,0,0,6,1800,6000,0.22,30,85,3,0
3558,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,2,LAMBAYEQUE,22,INDEPENDIENTE,False,646,CRIA DE ANIMALES DOMESTICOS,0,1,0,0,1316,12096,0.22,10.87,50.5,2,0
3559,M,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,31,INDEPENDIENTE,False,209,VENTA DE PRODUCTOS LACTEOS,0,1,0,5,388,990,0.22,39.19,34.11,1,0
3560,F,S,32,TECNICO,PROPIO,1,LA LIBERTAD,16,INDEPENDIENTE,False,268,VENTA DE COMIDAS,0,0,0,5,1595,4540,0.44,35.13,30,3,0
3561,M,S,24,UNIVERSITRARIO,DE FAMILIAR,0,LAMBAYEQUE,24,INDEPENDIENTE,False,270,BODEGAS,0,0,0,5,510,3200,0.22,15.93,12.05,2,0
3562,F,S,47,PRIMARIA,PROPIO,0,SAN MARTIN,6,INDEPENDIENTE,False,499,BODEGAS,0,0,0,5,944,3140,0.22,30.06,13.97,2,0
3563,M,S,35,MEDIO/SECUNDARIA,PROPIO,1,SAN MARTIN,6,INDEPENDIENTE,False,2117,HOTELES Y HOSPEDAJE,0,0,0,5,5880,7400,0.19,79.45,31.81,2,0
3564,F,S,35,PRIMARIA,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,830,BODEGAS,0,0,0,6,1450,3600,0.22,40.27,5,1,0
3565,M,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,16,DEPENDIENTE,False,375,OTRAS ACTIVIDADES,0,0,0,5,1240,3200,0.22,38.75,29.22,2,1
3566,M,C,63,TECNICO,PROPIO,1,APURIMAC,9,INDEPENDIENTE,False,2930,OTRAS ACTIVIDADES,0,0,0,5,1760,6270,0.22,28.07,31.78,3,0
3567,M,C,64,MEDIO/SECUNDARIA,PROPIO,0,PASCO,16,INDEPENDIENTE,False,280,OTRAS ACTIVIDADES,0,0,0,5,460,2000,0.22,23,36,2,0
3568,M,S,20,TECNICO,DE FAMILIAR,1,CAJAMARCA,6,INDEPENDIENTE,False,513,CULTIVOS AGRICOLAS,0,1,0,5,670,1450,0.22,46.2,81.61,1,0
3569,F,S,29,TECNICO,DE FAMILIAR,2,AYACUCHO,9,INDEPENDIENTE,False,645,CONSTRUCCION DE OBRAS EN GENERAL,0,1,0,5,1060,5000,0.22,21.2,30,3,0
3570,M,S,28,MEDIO/SECUNDARIA,PROPIO,1,SAN MARTIN,16,INDEPENDIENTE,False,780,OTRAS ACTIVIDADES,0,0,0,5,1270,3000,0.22,42.33,30,2,0
3571,M,S,32,PRIMARIA,PROPIO,1,CAJAMARCA,2,INDEPENDIENTE,False,483,VENTA DE PRODUCTOS LACTEOS,0,1,0,5,380,1200,0.22,31.66,30,1,0
3572,M,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,6,INDEPENDIENTE,False,502,TRANSPORTE,0,0,0,5,367,1104,0.22,33.24,30,1,0
3573,M,C,69,PRIMARIA,PROPIO,0,PIURA,16,DEPENDIENTE,False,502,VENTA DE COMIDAS,0,0,0,5,502,3480,0.22,14.42,15.32,2,0
3574,M,S,51,PRIMARIA,PROPIO,3,SAN MARTIN,8,INDEPENDIENTE,False,779.14,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,869.14,14180,0.22,6.12,13.5,2,0
3575,M,S,30,PRIMARIA,PROPIO,4,LAMBAYEQUE,13,INDEPENDIENTE,False,903,BODEGAS,0,0,0,12,1560,4000,0.22,39,7.5,2,0
3576,M,S,58,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,21,INDEPENDIENTE,False,810,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,5,1370,1900,0.22,72.1,30,1,0
3577,M,S,60,PRIMARIA,PROPIO,2,CAJAMARCA,33,INDEPENDIENTE,False,304,CRIA DE ANIMALES DOMESTICOS,0,1,0,5,726,1156,0.22,62.8,262.5,1,0
3578,M,C,55,TECNICO,ALQUILADO,1,LIMA,8,INDEPENDIENTE,False,602.6,OTRAS ACTIVIDADES,0,1,0,5,1900,3900,0.22,48.71,30,3,1
3579,M,S,63,PRIMARIA,PROPIO,0,LA LIBERTAD,10,INDEPENDIENTE,False,1502,BODEGAS,0,0,0,2,1750,8000,0.22,21.87,114.85,3,0
3580,M,S,47,MEDIO/SECUNDARIA,PROPIO,1,LAMBAYEQUE,16,INDEPENDIENTE,False,880,TRANSPORTE,0,0,0,5,1810,3360,0.22,53.86,30,2,0
3581,F,S,30,MEDIO/SECUNDARIA,PROPIO,2,ICA,6,INDEPENDIENTE,False,615,VENTA DE COMIDAS,0,0,0,4,1965,4368,0.22,44.98,2.66,2,0
3582,M,S,65,UNIVERSITRARIO,DE FAMILIAR,0,LAMBAYEQUE,6,INDEPENDIENTE,False,509.5,VENTA DE ROPA -TEXTILES,0,0,0,1,1119.5,5720,0.22,19.57,80.68,2,1
3583,M,S,62,PRIMARIA,PROPIO,1,CAJAMARCA,46,INDEPENDIENTE,False,1280,CRIA DE ANIMALES DOMESTICOS,0,0,0,27,1780,4350,0.22,40.91,156.84,1,0
3584,F,S,24,MEDIO/SECUNDARIA,PROPIO,1,PIURA,18,DEPENDIENTE,False,524.83,OTRAS ACTIVIDADES,0,0,1,5,1084.83,3220,0.22,33.69,47.4,2,0
3585,F,S,36,TECNICO,PROPIO,2,TUMBES,6,INDEPENDIENTE,False,680,BODEGAS,0,0,0,5,888,5600,0.22,15.85,12.12,2,0
3586,M,S,23,TECNICO,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,950,VENTA DE COMIDAS,0,1,0,5,1880,7200,0.22,26.11,4.97,2,0
3587,M,S,45,TECNICO,PROPIO,1,LAMBAYEQUE,11,INDEPENDIENTE,False,1102,OTRAS ACTIVIDADES,0,0,0,5,1732,19600,0.22,8.83,52.17,2,0
3588,M,S,22,UNIVERSITRARIO,DE FAMILIAR,1,SAN MARTIN,6,INDEPENDIENTE,False,785,OTRAS ACTIVIDADES,0,0,0,5,1275,1740,0.22,73.27,30,2,0
3589,F,S,20,MEDIO/SECUNDARIA,PROPIO,1,UCAYALI,6,INDEPENDIENTE,False,246,BODEGAS,0,0,1,5,570,3920,0.22,14.54,15.57,3,1
3590,M,S,37,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,9,INDEPENDIENTE,True,378.5,OTRAS ACTIVIDADES,0,0,0,9,1393.5,2730,0.22,51.04,30,1,0
3591,F,S,33,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,26,INDEPENDIENTE,False,682.43,FERRETERIA,0,0,0,5,1382.43,3700,0.22,37.36,220.93,1,0
3592,M,S,52,MEDIO/SECUNDARIA,DE FAMILIAR,3,CAJAMARCA,23,INDEPENDIENTE,False,2780,VENTA AL POR MAYOR DE ANIMALES,0,0,0,21,3980,25200,0.22,15.79,15.59,1,0
3593,F,S,49,MEDIO/SECUNDARIA,PROPIO,2,PIURA,16,INDEPENDIENTE,False,378,VENTA DE COMIDAS,0,0,0,5,458,2080,0.22,22.01,38.9,2,0
3594,F,C,52,PRIMARIA,PROPIO,0,PIURA,16,INDEPENDIENTE,False,360,CRIA DE ANIMALES DOMESTICOS,0,0,0,17,515,1490,0.22,34.56,97.05,2,0
3595,M,S,30,MEDIO/SECUNDARIA,PROPIO,1,PIURA,16,INDEPENDIENTE,False,280,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,650,6000,0.22,10.83,25.96,2,0
3596,F,C,57,PRIMARIA,PROPIO,2,CUSCO,15,INDEPENDIENTE,False,824,VENTA DE ROPA -TEXTILES,0,0,0,5,1274,5800,0.22,21.96,151.31,3,0
3597,F,C,28,UNIVERSITRARIO,DE FAMILIAR,1,CAJAMARCA,3,INDEPENDIENTE,False,411,VENTA DE ROPA -TEXTILES,0,0,0,5,828,1600,0.22,51.75,81.76,1,0
3598,F,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,0,ICA,16,DEPENDIENTE,False,545,OTRAS ACTIVIDADES,0,1,0,1,635,780,0.22,81.41,30,2,0
3599,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,27,INDEPENDIENTE,False,580,CONSTRUCCION DE OBRAS EN GENERAL,0,1,0,4,1250,4000,0.22,31.25,30,2,0
3600,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,300,CULTIVOS AGRICOLAS,0,0,0,5,650,1650,0.22,39.39,30,2,0
3601,M,S,50,MEDIO/SECUNDARIA,ALQUILADO,2,HUANUCO,6,INDEPENDIENTE,False,940,VENTA DE PRODUCTO AGROPECUARIO,0,0,0,5,1350,16000,0.22,8.43,16.54,1,0
3602,M,S,59,PRIMARIA,PROPIO,0,SAN MARTIN,22,INDEPENDIENTE,False,360,VENTA DE CARNE Y DERIVADOS,0,0,0,5,411.11,1600,0.22,25.69,176.25,2,0
3603,M,S,49,PRIMARIA,PROPIO,2,AMAZONAS,6,INDEPENDIENTE,False,1570,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,2220,14200,0.22,15.63,13.73,1,0
3604,M,C,41,MEDIO/SECUNDARIA,ALQUILADO,1,ANCASH,3,INDEPENDIENTE,False,620,OTRAS ACTIVIDADES,0,1,0,18,1340,3000,0.22,44.66,30,3,0
3605,M,C,55,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,7,INDEPENDIENTE,False,1340,VENTA AL POR MAYOR DE ANIMALES,0,0,0,6,1640,6920,0.22,23.69,43.67,1,0
3606,M,C,43,PRIMARIA,PROPIO,4,HUANCAVELICA,26,INDEPENDIENTE,False,290.93,OTRAS ACTIVIDADES,0,0,0,5,1015.93,1200,0.22,84.66,30,1,0
3607,F,S,61,PRIMARIA,PROPIO,0,UCAYALI,9,INDEPENDIENTE,False,988,OTRAS ACTIVIDADES,0,0,0,5,1008,4548,0.22,22.16,33.16,3,0
3608,F,V,38,TECNICO,DE FAMILIAR,4,LIMA,16,INDEPENDIENTE,True,879.01,OTRAS ACTIVIDADES,0,0,0,5,2239.01,5104,0.22,43.86,24.69,3,0
3609,M,S,37,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,4,DEPENDIENTE,False,1630,OTRAS ACTIVIDADES,0,0,0,5,1990,8800,0.22,22.61,59.9,1,0
3610,M,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,13,INDEPENDIENTE,False,1003.71,BODEGAS,0,1,0,5,2359.89,45525,0.22,5.18,7.56,3,0
3611,F,D,55,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,36,INDEPENDIENTE,False,253.25,VENTA DE ROPA -TEXTILES,0,0,0,5,983.25,1940,0.22,50.68,19.42,2,0
3612,M,S,43,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,700,PRODUCCION LACTEOS Y DERIVADOS,0,0,0,5,1230,1500,0.22,82,38.82,1,0
3613,F,S,46,PRIMARIA,PROPIO,1,LORETO,6,INDEPENDIENTE,False,520,TRANSPORTE,0,0,0,5,1160,1500,0.22,77.33,30,3,0
3614,M,S,38,TECNICO,PROPIO,2,CAJAMARCA,8,INDEPENDIENTE,False,1837.5,OTRAS ACTIVIDADES,0,0,0,5,2346,5700,0.22,41.15,51.37,1,0
3615,F,S,35,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,26,DEPENDIENTE,False,1587,ABARROTE,0,0,0,5,2162,10146,0.22,21.3,54.44,1,0
3616,F,S,54,MEDIO/SECUNDARIA,ALQUILADO,1,LORETO,3,INDEPENDIENTE,False,2250,BODEGAS,0,1,0,5,4570,16200,0.22,28.2,108.02,3,0
3617,M,S,50,TECNICO,PROPIO,3,LIMA,26,INDEPENDIENTE,True,779.17,OTRAS ACTIVIDADES,0,0,0,5,1799.17,5160,0.22,34.86,30,3,0
3618,F,S,45,MEDIO/SECUNDARIA,PROPIO,3,LORETO,6,INDEPENDIENTE,False,341.6,BODEGAS,0,0,0,1,1202.6,4280,0.22,28.09,14.98,3,0
3619,M,C,42,MEDIO/SECUNDARIA,PROPIO,3,PIURA,16,INDEPENDIENTE,False,920,BODEGAS,0,0,0,5,1760,7560,0.22,23.28,53.8,2,0
3620,F,S,29,TECNICO,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,1035,TRANSPORTE,0,0,0,5,1440,3240,0.22,44.44,30,1,0
3621,M,S,29,TECNICO,ALQUILADO,0,LIMA,1,INDEPENDIENTE,True,635.42,TRANSPORTE,0,0,1,5,1035.42,2560,0.22,40.44,30,3,0
3622,F,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,4,INDEPENDIENTE,False,240,VENTA DE PESCADOS Y MARISCOS,0,0,0,5,1130,6400,0.22,17.65,2.92,2,0
3623,M,S,27,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,16,INDEPENDIENTE,False,251.05,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,456.05,3080,0.22,14.8,18.9,1,0
3624,F,C,47,PRIMARIA,PROPIO,2,SAN MARTIN,16,INDEPENDIENTE,True,7405,CULTIVOS AGRICOLAS,0,0,0,5,8970,38520,0.22,23.28,3.94,2,0
3625,M,S,26,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,16,INDEPENDIENTE,False,538,OTRAS ACTIVIDADES,0,0,0,5,980,1830,0.22,53.55,171.78,1,0
3626,M,S,53,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,26,INDEPENDIENTE,False,1625,OTRAS ACTIVIDADES,0,1,0,5,2170,4300,0.22,50.46,76.5,1,0
3627,M,S,52,OTRO,PROPIO,1,UCAYALI,6,INDEPENDIENTE,False,479,TRANSPORTE,0,0,0,5,1199,3120,0.22,38.42,6.77,3,0
3628,M,S,35,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,1193,BODEGAS,0,0,0,5,1365,6495,0.22,21.01,256.41,1,0
3629,F,S,44,MEDIO/SECUNDARIA,PROPIO,0,SAN MARTIN,12,INDEPENDIENTE,False,323,BODEGAS,0,1,0,5,323,1740,0.22,18.56,17.24,2,0
3630,M,S,48,PRIMARIA,PROPIO,2,PIURA,5,INDEPENDIENTE,False,860,OTRAS ACTIVIDADES,0,0,0,5,1335,4000,0.22,33.37,55.5,2,0
3631,F,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,3,INDEPENDIENTE,False,285,CRIA DE ANIMALES DOMESTICOS,0,0,0,3,800,1500,0.7,53.33,41.75,2,0
3632,M,S,21,PRIMARIA,PROPIO,0,CAJAMARCA,21,INDEPENDIENTE,False,525,PRODUCCION LACTEOS Y DERIVADOS,0,1,0,5,1010,1130,0.22,89.38,25.16,1,0
3633,M,S,37,MEDIO/SECUNDARIA,DE FAMILIAR,3,LIMA,3,INDEPENDIENTE,True,439.27,TRANSPORTE,0,1,0,5,1554.75,3008,0.22,51.68,30,3,0
3634,F,S,35,PRIMARIA,PROPIO,2,LORETO,6,INDEPENDIENTE,False,795,ABARROTE,0,0,0,5,195,3880,0.22,5.02,8.24,3,1
3635,F,S,33,MEDIO/SECUNDARIA,ALQUILADO,1,CUSCO,1,INDEPENDIENTE,False,649.5,VENTA DE COMIDAS,0,0,0,5,4156,8400,1.02,49.47,25,3,1
3636,M,S,57,MEDIO/SECUNDARIA,PROPIO,3,PIURA,26,INDEPENDIENTE,False,550,OTRAS ACTIVIDADES,0,0,0,5,1530,2800,0.22,54.64,107.14,2,0
3637,M,S,40,TECNICO,DE FAMILIAR,2,APURIMAC,16,INDEPENDIENTE,True,582.5,TRANSPORTE,0,0,0,5,1052.5,3080,0.22,34.17,30,3,0
3638,F,S,43,MEDIO/SECUNDARIA,ALQUILADO,2,AREQUIPA,6,INDEPENDIENTE,False,1149.84,OTRAS ACTIVIDADES,0,0,0,5,1899.84,5900,0.22,32.2,1.65,3,0
3639,M,S,21,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,6,INDEPENDIENTE,False,525,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,1060,1170,0.22,90.59,30,1,0
3640,M,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,1,PUNO,20,INDEPENDIENTE,False,739,BODEGAS,0,0,0,5,700,9440,0.22,7.41,17.7,1,0
3641,F,C,35,MEDIO/SECUNDARIA,PROPIO,2,LA LIBERTAD,7,INDEPENDIENTE,False,1173,TRANSPORTE,0,0,0,5,1687,2100,0.41,80.33,30,3,0
3642,M,S,39,PRIMARIA,PROPIO,0,CAJAMARCA,3,INDEPENDIENTE,False,810,VENTA DE GRANOS,0,0,0,5,1350,18000,0.22,7.5,18.47,1,0
3643,M,S,23,MEDIO/SECUNDARIA,ALQUILADO,0,LIMA,0,INDEPENDIENTE,False,353.78,VENTA DE COMIDAS,0,0,0,5,790.66,3962,0.22,19.95,11.13,3,0
3644,M,S,62,TECNICO,PROPIO,3,LIMA,6,INDEPENDIENTE,True,413.5,OTRAS ACTIVIDADES,0,1,0,5,1115,4200,0.22,26.54,20.35,3,0
3645,M,S,32,PRIMARIA,PROPIO,1,LA LIBERTAD,0,INDEPENDIENTE,False,720,OTRAS ACTIVIDADES,0,0,0,5,1540,6000,0.22,25.66,78.46,3,0
3646,M,S,39,TECNICO,PROPIO,2,JUNIN,0,INDEPENDIENTE,False,1010,OTRAS ACTIVIDADES,0,1,0,5,970,2000,0.22,48.5,30,2,0
3647,M,S,31,MEDIO/SECUNDARIA,PROPIO,0,LIMA,8,INDEPENDIENTE,False,448.69,LICORERIA,0,0,0,5,878.69,6000,0.22,14.64,21.93,3,0
3648,M,S,54,PRIMARIA,PROPIO,2,PIURA,0,INDEPENDIENTE,False,1030,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,1400,11200,0.22,12.5,25.12,2,0
3649,F,S,35,MEDIO/SECUNDARIA,DE FAMILIAR,3,SAN MARTIN,20,INDEPENDIENTE,False,114.4,LICORERIA,0,0,0,5,514.4,3960,0.22,12.98,1.01,2,1
3650,M,S,49,TECNICO,DE FAMILIAR,0,LIMA,16,INDEPENDIENTE,False,1854.48,OTRAS ACTIVIDADES,0,1,0,5,1954.48,7000,0.22,27.92,30,3,0
3651,F,C,41,OTRO,PROPIO,3,LAMBAYEQUE,10,INDEPENDIENTE,False,300,OTRAS ACTIVIDADES,0,0,0,5,650,800,0.22,81.25,30,2,0
3652,F,C,32,TECNICO,DE FAMILIAR,1,LIMA,16,INDEPENDIENTE,False,1014.8,TRANSPORTE,0,0,0,5,3272,14400,0.22,22.72,30,3,0
3653,F,C,27,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,11,INDEPENDIENTE,False,988,VENTA DE PESCADOS Y MARISCOS,0,0,0,6,1140,4800,0.22,23.75,6.25,2,0
3654,F,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,1,HUANUCO,6,INDEPENDIENTE,False,987.69,ABARROTE,0,1,0,5,587.69,4820,0.22,12.19,61.45,1,0
3655,M,S,28,TECNICO,PROPIO,1,CAJAMARCA,1,INDEPENDIENTE,False,550,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,850,960,0.22,88.54,30,1,0
3656,M,S,45,MEDIO/SECUNDARIA,ALQUILADO,1,SAN MARTIN,2,INDEPENDIENTE,False,862,TRANSPORTE,0,0,0,5,1282,1960,0.22,65.4,30,2,0
3657,M,S,54,MEDIO/SECUNDARIA,ALQUILADO,0,PASCO,6,INDEPENDIENTE,False,363,VENTA DE COMIDAS,0,0,0,5,843,5040,0.22,16.72,4.46,2,0
3658,F,S,46,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,11,INDEPENDIENTE,False,339.11,VENTA AL POR MAYOR DE ANIMALES,0,1,0,5,464.11,2425,0.22,19.13,57.17,1,0
3659,M,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,0,CALLAO,6,INDEPENDIENTE,False,2548,TRANSPORTE,0,0,0,5,2878,21000,0.22,13.7,30,3,0
3660,M,S,57,PRIMARIA,PROPIO,0,LORETO,3,INDEPENDIENTE,False,416,ABARROTE,0,0,0,5,546,1920,0.22,28.43,11.16,3,0
3661,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,2,SAN MARTIN,3,INDEPENDIENTE,False,798.4,BODEGAS,0,0,0,3,1138.4,3976,0.22,28.63,14.36,2,0
3662,F,S,35,UNIVERSITRARIO,DE FAMILIAR,1,PUNO,2,INDEPENDIENTE,False,1011,ZAPATERIAS,0,0,0,5,1721,9600,0.22,17.92,136.42,1,0
3663,F,S,52,MEDIO/SECUNDARIA,PROPIO,0,LIMA,10,INDEPENDIENTE,True,1461.6,TRANSPORTE,0,0,0,5,1191.6,4700,0.22,25.35,82.19,3,0
3664,F,C,43,MEDIO/SECUNDARIA,PROPIO,3,LIMA,21,INDEPENDIENTE,False,440,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,1270,5400,0.22,23.51,17.66,3,0
3665,M,S,50,PRIMARIA,PROPIO,1,CAJAMARCA,16,INDEPENDIENTE,False,700,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,1150,9400,0.22,12.23,43.22,1,0
3666,F,C,46,TECNICO,PROPIO,1,LIMA,20,INDEPENDIENTE,True,338.96,BODEGAS,0,0,0,5,1022,5200,0.22,19.65,19.16,3,0
3667,M,C,35,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,6,INDEPENDIENTE,False,496.76,OTRAS ACTIVIDADES,0,0,0,5,907.51,4200,0.22,21.6,46.21,3,0
3668,M,S,44,TECNICO,DE FAMILIAR,2,LIMA,11,DEPENDIENTE,False,3250.7,OTRAS ACTIVIDADES,0,0,1,5,3090,12600,0.22,24.52,130.75,3,0
3669,F,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,6,INDEPENDIENTE,False,722.94,BODEGAS,0,1,0,5,852.94,3560,0.22,23.95,18.48,3,0
3670,M,S,25,MEDIO/SECUNDARIA,ALQUILADO,1,ANCASH,5,INDEPENDIENTE,False,1412.9,VENTA DE COMIDAS,0,1,0,5,1662.9,7080,0.22,23.48,10.01,3,0
3671,M,C,32,MEDIO/SECUNDARIA,DE FAMILIAR,2,LAMBAYEQUE,2,INDEPENDIENTE,False,555,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,655,875,0.22,74.85,117,2,0
3672,F,S,48,MEDIO/SECUNDARIA,DE FAMILIAR,1,JUNIN,16,INDEPENDIENTE,False,288.22,BODEGAS,0,0,0,5,698.22,6612.8,0.22,10.55,27.39,2,0
3673,M,S,43,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,26,INDEPENDIENTE,False,900,TRANSPORTE,0,0,0,5,1095,3200,0.22,34.21,30,1,0
3674,M,S,35,TECNICO,DE FAMILIAR,1,LIMA,16,INDEPENDIENTE,True,1090,OTRAS ACTIVIDADES,0,0,0,5,900,5200,0.22,17.3,3.21,3,0
3675,F,S,42,PRIMARIA,ALQUILADO,1,SAN MARTIN,3,INDEPENDIENTE,False,178,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,585,2760,0.22,21.19,28.98,2,0
3676,F,S,34,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,8,INDEPENDIENTE,False,330,FABRICACION DE PRENDAS DE VESTIR,0,0,0,5,750,4800,0.22,15.62,5,3,0
3677,M,S,53,MEDIO/SECUNDARIA,PROPIO,1,AMAZONAS,16,INDEPENDIENTE,False,2488,VENTA DE COMIDAS,0,1,0,5,3320,11500,0.22,28.86,15.04,1,0
3678,M,S,35,MEDIO/SECUNDARIA,DE FAMILIAR,3,LA LIBERTAD,5,INDEPENDIENTE,False,1630,OTRAS ACTIVIDADES,0,0,0,6,2520,18400,0.22,13.69,27.95,3,0
3679,F,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,31,INDEPENDIENTE,False,1450,VENTA DE ROPA -TEXTILES,0,0,0,5,1910,10100,0.22,18.91,216.4,2,0
3680,F,S,45,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,10,INDEPENDIENTE,True,1482,TRANSPORTE,0,0,0,5,1722,2240,0.22,76.87,30,3,0
3681,M,S,47,PRIMARIA,PROPIO,2,CAJAMARCA,26,DEPENDIENTE,False,2603,VENTA DE COMIDAS,0,0,0,27,3410,7800,0.7,43.71,15.38,1,1
3682,M,S,63,PRIMARIA,PROPIO,0,CAJAMARCA,30,INDEPENDIENTE,False,3165,OTRAS ACTIVIDADES,0,0,0,5,3030,16000,0.22,18.93,79.55,1,1
3683,M,C,42,MEDIO/SECUNDARIA,ALQUILADO,2,JUNIN,11,DEPENDIENTE,False,341.69,OTRAS ACTIVIDADES,0,0,0,5,1121.69,7800,0.22,14.38,98.16,2,0
3684,F,S,51,TECNICO,PROPIO,2,JUNIN,16,INDEPENDIENTE,False,131,BODEGAS,1,0,0,5,566,2520,0.22,22.46,15.75,2,0
3685,M,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,AREQUIPA,6,INDEPENDIENTE,False,930,OTRAS ACTIVIDADES,0,0,0,5,680,1940,0.22,35.05,30,3,0
3686,M,S,44,MEDIO/SECUNDARIA,PROPIO,2,HUANCAVELICA,9,INDEPENDIENTE,False,319.17,BODEGAS,0,0,0,5,869.17,3720,0.22,23.36,25.62,1,0
3687,M,C,47,PRIMARIA,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,True,715,OTRAS ACTIVIDADES,0,1,0,5,1800,12000,0.22,15,30,1,0
3688,F,S,40,MEDIO/SECUNDARIA,DE FAMILIAR,4,AMAZONAS,26,INDEPENDIENTE,False,1410,ABARROTE,0,0,0,6,2090,11700,0.22,17.86,20.35,1,0
3689,M,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,1,AYACUCHO,4,INDEPENDIENTE,False,327,TRANSPORTE,0,0,0,5,962,1840,0.22,52.28,30,3,1
3690,M,C,40,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,16,INDEPENDIENTE,False,782.5,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,5,782.5,6200,0.22,12.62,69.12,3,0
3691,F,S,36,PRIMARIA,PROPIO,5,PIURA,11,INDEPENDIENTE,False,190,LICORERIA,0,0,0,5,630,2200,0.22,28.63,52.03,2,0
